LR.exp;civibe_201;;;;;;;;;;;;;;;;;;;;;
    Date;2025-03-05;;;;;;;;;;;;;;;;;;;;;
    Author(s);JTM;;;;;;;;;;;;;;;;;;;;;
    Photoreceptors;CIE tooolbox;;;;;;;;;;;;;;;;;;;;;
    Calibration;Source;RetinaWISE_Edinburgh;;;;;;;;;;;;;;;;;;;;
    Version;1;0;;;;;;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;;;;;;;;
    Sampling time [ms];20;;;;;;;;;;;;;;;;;;;;;
    Start delay [s];0;0;;;;;;;;;;;;;;;;;;;;
    Temperature aquisition interval [tick];20;;;;;;;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;;;;;;;;
    Protocole:;;;;;;;;;;;;;;;;;;;;;;
    NumSample;Label L;LED L1;LED L2;LED L3;LED L4;LED L5;LED L6;L L;M L;S L;g L;Label R;LED R1;LED R2;LED R3;LED R4;LED R5;LED R6;L R;M R;S R;g R
    0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12000;adapt;0;0;0;0;0;0;0;0;0;0;adapt;0.0520763094217;0.0719705592196;0.478856348534;0.0993730326409;0.0798436474507;0.838989005504;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;jitter;0;0;0;0;0;0;0;0;0;0;jitter;0.0520763094217;0.0719705592196;0.478856348534;0.0993730326409;0.0798436474507;0.838989005504;0;0;0;0
50;baseline;0;0;0;0;0;0;0;0;0;0;baseline;0.0520763094217;0.0719705592196;0.478856348534;0.0993730326409;0.0798436474507;0.838989005504;0;0;0;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.08017358330759936;0.0719538417299308;0.4656015039802396;0.1103774623055352;0.10654291865099444;0.8379907591953812;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.13625724397578234;0.07192047272684779;0.4391441256889469;0.13234289217844275;0.159836091225794;0.8359982061999841;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.19200868095389118;0.07188730139226941;0.4128434733984341;0.15417820507825147;0.2128135701700848;0.8340174565230741;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.24720786879058199;0.0718544586382987;0.38680334376766673;0.17579722700055148;0.2652662775775816;0.8320563272787079;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.3016369615095735;0.07182207408028116;0.3611265052916939;0.19711463754260702;0.3169872065755096;0.830122558148058;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.35508115234819104;0.07179027552527216;0.3359142927213486;0.21804630662400712;0.3677722382861589;0.828223780834428;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.40732952150152274;0.07175918846764098;0.31126620714128167;0.23850962650965743;0.4174209473908414;0.8263674889444061;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.4581758685265299;0.07172893559380174;0.28727952328463846;0.2584238378247709;0.4657373931170587;0.8245610084140231;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.5074195261209911;0.07169963629802628;0.26404890563412775;0.27771034827522456;0.5125308925272137;0.8228114685966299;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.5548661520656679;0.07167140621124943;0.24166603482455631;0.29629304281543883;0.5576167730570509;0.821125774126597;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.6003284962042587;0.0716443567447266;0.22021924582124858;0.31409858403968927;0.6008171013338988;0.8195105776698772;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;lms;0.6436271394342173;0.07161859465034445;0.1997931793022948;0.33105670161134154;0.6419613853984009;0.8179722536689721;100;100;100;0
