Wavelength,red,blue
380,9.24204339229e-08,0.0
381,1.57324104348e-08,3.34059900187e-07
382,0.0,2.36233248288e-08
383,0.0,2.61595713595e-06
384,0.0,1.65218345429e-06
385,0.0,2.2174041097e-06
386,0.0,4.05799444912e-06
387,0.0,6.07974525502e-07
388,0.0,2.84059611439e-07
389,0.0,3.91306607594e-06
390,0.0,4.73915780308e-06
391,0.0,1.3478338706e-06
392,0.0,0.0
393,0.0,0.0
394,0.0,0.0
395,0.0,0.0
396,0.0,1.09420921753e-07
397,2.18682280311e-07,3.51451304969e-08
398,1.36676425194e-09,3.55799156164e-07
399,0.0,1.46377656915e-07
400,0.0,0.0
401,0.0,0.0
402,0.0,0.0
403,0.0,0.0
404,0.0,0.0
405,0.0,6.10873092966e-08
406,0.0,8.40584564461e-08
407,0.0,0.0
408,4.90516218879e-08,1.68841554758e-07
409,0.0,0.0
410,0.0,0.0
411,0.0,1.81160466479e-07
412,0.0,4.86234692029e-07
413,0.0,1.18116624144e-06
414,0.0,5.36959622643e-06
415,0.0,3.86234114533e-06
416,0.0,3.58544026788e-06
417,0.0,4.48841091122e-06
418,0.0,4.15219789169e-07
419,0.0,2.09728604181e-06
420,0.0,1.99874993966e-06
421,0.0,2.43970811856e-06
422,0.0,3.48550716268e-06
423,0.0,1.78377079419e-06
424,0.0,4.68144119878e-06
425,0.0,4.63710027754e-06
426,0.0,7.20669072901e-06
427,0.0,8.91003176229e-06
428,8.90149025624e-08,7.30463609095e-06
429,0.0,1.01e-05
430,0.0,1.24898567464e-05
431,0.0,1.25724641866e-05
432,0.0,1.3805787895e-05
433,0.0,1.44333237084e-05
434,7.53720043643e-08,1.70304586357e-05
435,0.0,1.91840399766e-05
436,0.0,2.43869627989e-05
437,0.0,2.88608595218e-05
438,0.0,3.22130372011e-05
439,0.0,3.97507162682e-05
440,0.0,4.15608595218e-05
441,0.0,5.34058167698e-05
442,0.0,6.37318911721e-05
443,0.0,7.67043553586e-05
444,0.0,8.93086818425e-05
445,0.0,0.000106101432536
446,0.0,0.000124101432536
447,0.0,0.000145202865073
448,0.0,0.000170478223207
449,0.0,0.000195927506939
450,0.0,0.000235304297609
451,0.0,0.000276956446414
452,0.0,0.000323956446414
453,0.0,0.000377782520816
454,0.0,0.000440405730145
455,0.0,0.000504507162682
456,0.0,0.00058043466962
457,0.0,0.000673536102157
458,0.0,0.000780637534693
459,0.0,0.000901536102157
460,0.0,0.00102652148805
461,0.0,0.00119927506939
462,0.0,0.00139202865073
463,0.0,0.00161753581341
464,0.0,0.00186304297609
465,0.0,0.00218304297609
466,0.0,0.00254130372011
467,0.0,0.00295130372011
468,0.0,0.00342231804548
469,0.0,0.00394782520816
470,0.0,0.00449608595218
471,0.0,0.0050743466962
472,0.0,0.00566362176559
473,0.0,0.00622188250961
474,0.0,0.00675463609095
475,2.18682280311e-08,0.00721289683497
476,1.11443854389e-07,0.00754840399766
477,0.0,0.00776941832302
478,0.0,0.00781565041632
479,0.0,0.007741157579
480,0.0,0.007541157579
481,0.0,0.007191157579
482,0.0,0.00686014325363
483,0.0,0.00638014325363
484,0.0,0.00594637534693
485,0.0,0.00548260744023
486,0.0,0.00503536102157
487,0.0,0.00465883953352
488,0.0,0.0043005787895
489,0.0,0.00396608595218
490,2.83841397388e-08,0.0037005787895
491,0.0,0.00347507162682
492,0.0,0.00324956446414
493,0.0,0.00304405730145
494,0.0,0.00288130372011
495,0.0,0.00267405730145
496,0.0,0.00249304297609
497,0.0,0.00229855013877
498,0.0,0.00212855013877
499,0.0,0.00196028939475
500,0.0,0.00178478223207
501,0.0,0.00162753581341
502,0.0,0.00148202865073
503,3.1105906563e-08,0.00133202865073
504,0.0,0.00120652148805
505,0.0,0.00108927506939
506,0.0,0.000987101143788
507,0.0,0.000898941832302
508,3.05077160522e-08,0.000837565041632
509,0.0,0.000766912892827
510,0.0,0.000708289683497
511,1.78858962737e-08,0.000650637534693
512,3.40968591172e-08,0.000607086818425
513,2.19535917474e-09,0.000553811460291
514,0.0,0.000515405730145
515,0.0,0.000479507162682
516,0.0,0.00043405787895
517,0.0,0.000398883953352
518,0.0,0.000367608595218
519,0.0,0.000329956446414
520,0.0,0.000308130372011
521,0.0,0.000278507162682
522,4.90516218879e-08,0.000253855013877
523,5.89217653165e-11,0.000224753581341
524,0.0,0.000210304297609
525,0.0,0.000189579655743
526,3.64896211605e-08,0.000173652148805
527,9.98978153082e-09,0.000157826074402
528,5.45303891288e-09,0.000142101432536
529,1.27574136102e-07,0.000133028939475
530,4.48642883121e-08,0.000123927506939
531,9.78041485203e-09,0.00011237679067
532,0.0,0.000108826074402
533,0.0,9.5843466962e-05
534,0.0,8.88521488045e-05
535,0.0,8.0105787895e-05
536,0.0,7.29883953352e-05
537,0.0,7.1155042752e-05
538,0.0,6.49521776793e-05
539,0.0,5.82130372011e-05
540,3.86899419012e-08,5.50391116034e-05
541,1.79431614614e-08,5.32028939475e-05
542,0.0,4.58536102157e-05
543,0.0,4.37898567464e-05
544,0.0,3.98724641866e-05
545,0.0,3.63594269855e-05
546,0.0,3.1805787895e-05
547,0.0,3.37492837318e-05
548,0.0,2.91666762916e-05
549,0.0,2.73971060525e-05
550,0.0,2.44724641866e-05
551,0.0,2.11666762916e-05
552,0.0,2.03739255977e-05
553,0.0,1.94550716268e-05
554,0.0,1.7e-05
555,0.0,1.53652148805e-05
556,0.0,1.5305787895e-05
557,0.0,1.19855013877e-05
558,2.50923898562e-08,1.23768195452e-05
559,3.10500801852e-08,1.3062320933e-05
560,1.12845663878e-07,1.16492837318e-05
561,7.35949981815e-08,1.4294212105e-05
562,1.17245340122e-08,1.00392808443e-05
563,3.26013828401e-08,8.03766751712e-06
564,0.0,8.75811749039e-06
565,0.0,8.82479089451e-06
566,0.0,6.98840977262e-06
567,0.0,7.44481110688e-06
568,0.0,6.85276224378e-06
569,0.0,5.98261321519e-06
570,0.0,7.03637534693e-06
571,8.76130930733e-08,6.55246996155e-06
572,1.2686375877e-07,3.91001154992e-06
573,5.04806811308e-08,2.9844957248e-06
574,3.02086207968e-08,4.09275646882e-06
575,1.87912188329e-07,3.67187673465e-06
576,2.15878661333e-07,4.54276513127e-06
577,9.43329429922e-07,3.21898567464e-06
578,2.95676954736e-06,4.31117490388e-06
579,5.32056947462e-06,4.83639844678e-06
580,4.99377329939e-06,3.59116046648e-06
581,6.51390099256e-06,2.99724641866e-06
582,9.64634909836e-06,1.09222267665e-06
583,1.3964342774e-05,8.0395846765e-07
584,1.72196381022e-05,2.82157947904e-06
585,2.51540713506e-05,1.92918258804e-06
586,3.28419904381e-05,2.47015191608e-06
587,3.9446514161e-05,2.25478800703e-06
588,4.54558808398e-05,1.1746312542e-06
589,5.21848856208e-05,1.03259629109e-06
590,6.12250665697e-05,2.53297030632e-06
591,7.20090474459e-05,3.90128182263e-06
592,8.3593028322e-05,2.97827806891e-06
593,9.8975199709e-05,2.55073936802e-06
594,0.000108513571169,4.95693136451e-06
595,0.000125410856935,1.38702183281e-06
596,0.000140812666424,2.11595424847e-06
597,0.000159513571169,3.76651362718e-06
598,0.000185120809125,3.16668495405e-06
599,0.000209625332848,9.05802332393e-07
600,0.000236830761316,1.50000866244e-06
601,0.000269531666061,1.68116912892e-06
602,0.000304437999273,3.93480533192e-06
603,0.000344437999273,1.83334392076e-06
604,0.000393839808762,1.39855880122e-06
605,0.000460156998909,0.0
606,0.000520362427376,1.03623786826e-07
607,0.00060157690329,0.0
608,0.000677175093801,0.0
609,0.000774081427013,6.10873092966e-08
610,0.00089339861716,8.55077401779e-07
611,0.00102291218833,2.76088550913e-06
612,0.00117513571169,1.82609750211e-06
613,0.00134214475913,1.63044419831e-06
614,0.00153018094892,0.0
615,0.00173419904381,1.07971638021e-07
616,0.00196120809125,1.07246996155e-06
617,0.00222326237593,1.52174791842e-06
618,0.00249728047082,2.4130574135e-06
619,0.00278531666061,2.28701068368e-06
620,0.00310036189783,3.81580521987e-07
621,0.00343540713506,0.0
622,0.00382045237229,0.0
623,0.00424848856208,0.0
624,0.00477353379931,1.13768772949e-07
625,0.00536661522632,0.0
626,0.00595567855844,3.77538412142e-08
627,0.00649875998545,6.90583698217e-08
628,0.00689679617524,4.21297945151e-08
629,0.00703184141247,2.80865296767e-09
630,0.0067857690329,3.45188250961e-08
631,0.00616072379567,1.15304297609e-07
632,0.00525960617887,1.71015480356e-06
633,0.00428549760952,3.84784830801e-07
634,0.00334036189783,1.23189117205e-07
635,0.00257728047082,0.0
636,0.00199419904381,7.31888284574e-08
637,0.00155616285403,1.61751819977e-07
638,0.00123214475913,7.13177567281e-10
639,0.000992912188329,0.0
640,0.000797978712779,1.46513354824e-07
641,0.00064546514161,1.03488626334e-07
642,0.00052375518942,0.0
643,0.000425447046718,4.79123153308e-08
644,0.000340942522996,0.0
645,0.000269232570805,0.0
646,0.000220531666061,0.0
647,0.000182317190147,5.20426873421e-08
648,0.000146616285403,0.0
649,0.000118513571169,2.86372459449e-08
650,9.94836616433e-05,1.37128350774e-08
651,7.96809474095e-05,0.0
652,6.91268760589e-05,2.04349006188e-07
653,5.93857903654e-05,6.31163065212e-07
654,5.2282171387e-05,5.47104608766e-07
655,4.38371474822e-05,1.28261610267e-07
656,4.06129856571e-05,1.78986540881e-08
657,3.40839808762e-05,7.97106052506e-08
658,2.7393347555e-05,0.0
659,2.49102714234e-05,1.05797712424e-07
660,2.41540713506e-05,1.5072550811e-06
661,1.77718999636e-05,1.44203731317e-06
662,1.67353379931e-05,3.97828384387e-06
663,1.48625332848e-05,3.0507422555e-06
664,9.42060669334e-06,1.83334392076e-06
665,9.08177756588e-06,1.32609461462e-06
666,6.29631717507e-06,1.8623295954e-06
667,5.36045766771e-06,1.56522643038e-06
668,5.32957425558e-06,1.19565907876e-07
669,1.07700904745e-05,1.41405730145e-07
670,6.68302287585e-06,0.0
671,4.94003192329e-06,0.0
672,5.3993347555e-06,0.0
673,3.77637572624e-06,2.11595424847e-07
674,4.21981905108e-06,0.0
675,2.39278337576e-06,0.0
676,3.95160191238e-06,0.0
677,2.08802768696e-06,0.0
678,3.14426289039e-06,0.0
679,3.14084619342e-06,0.0
680,2.69852048537e-06,0.0
681,1.58383714597e-06,5.36959622643e-09
682,1.11562530269e-06,3.34059900187e-07
683,3.4695049628e-07,3.00001732489e-07
684,1.06612482761e-06,2.3768253202e-06
685,1.82053177668e-06,3.67393426019e-06
686,3.04600003015e-06,5.57249594888e-07
687,1.99992019177e-06,0.0
688,6.84783935461e-07,8.26091727143e-08
689,1.1611176168e-07,7.46381121892e-09
690,1.2411176168e-07,2.08696857383e-08
691,3.68472585353e-07,6.88409772619e-08
692,5.15233941583e-07,0.0
693,7.23810518102e-08,0.0
694,1.07440766461e-07,1.47826940647e-06
695,1.03733902199e-07,2.47827518143e-06
696,1.01631187965e-07,3.34784542053e-06
697,0.0,3.28987407125e-07
698,2.61437469731e-07,0.0
699,2.11673232865e-06,0.0
700,2.38307613159e-06,0.0
701,2.03963280675e-06,0.0
702,0.0,0.0
703,0.0,0.0
704,0.0,0.0
705,1.47890901108e-06,0.0
706,2.46743270385e-06,1.09420921753e-08
707,1.24114849608e-06,8.11598889824e-08
708,7.54224582443e-08,0.0
709,6.52027656802e-09,1.01449861228e-07
710,9.53230452637e-08,0.0
711,6.66560412101e-08,0.0
712,1.65253858026e-07,0.0
713,6.52417241594e-08,0.0
714,0.0,0.0
715,0.0,0.0
716,0.0,5.67237756216e-08
717,0.0,6.85641753872e-08
718,3.8284192693e-08,0.0
719,0.0,1.32609461462e-07
720,0.0,2.71740699718e-07
721,0.0,0.0
722,3.91814784592e-08,0.0
723,0.0,0.0
724,0.0,0.0
725,0.0,0.0
726,0.0,0.0
727,0.0,0.0
728,1.00229378476e-07,0.0
729,1.21358487657e-07,0.0
730,2.43762633162e-09,0.0
731,0.0,0.0
732,4.09760499917e-08,7.02177968071e-08
733,2.29406060902e-08,5.81162776464e-07
734,0.0,1.1884126601e-06
735,0.0,2.26812904031e-07
736,0.0,0.0
737,6.66982419573e-08,2.28986829629e-07
738,0.0,1.05797712424e-08
739,0.0,8.33338145802e-07
740,2.33892489734e-08,1.55073359306e-07
741,1.04085148884e-08,3.57973081762e-08
742,0.0,0.0
743,0.0,0.0
744,9.05688664969e-08,1.71740122222e-07
745,3.61335285039e-08,6.86235847021e-08
746,0.0,2.60871071729e-06
747,2.89524207241e-08,3.07172454532e-06
748,4.3368812035e-08,2.34299837955e-06
749,0.0,1.3840659639e-06
750,2.5372751754e-07,2.3768253202e-07
751,8.9715807307e-08,2.35508606422e-06
752,9.00276718796e-08,1.65218345429e-06
753,2.47949966738e-08,3.97639844678e-06
754,1.14254387568e-07,4.65944719783e-06
755,1.49846722962e-06,2.91885685841e-06
756,1.53435866027e-06,1.81263302677e-06
757,1.43565722599e-06,5.14495724799e-07
758,6.66982419573e-07,6.79714070228e-07
759,4.36679072904e-08,1.1521805668e-07
760,3.88823832038e-08,0.0
761,0.0,0.0
762,2.00992011638e-08,3.45654170041e-08
763,6.52027656802e-08,2.86233537036e-07
764,7.41756233426e-07,1.19565907876e-07
765,2.7127939666e-08,0.0
766,1.25571577715e-06,0.0
767,5.62751467548e-07,0.0
768,2.78704760943e-06,5.89133836989e-06
769,5.42221091875e-06,4.13045863571e-06
770,5.11642368656e-06,5.09423231738e-06
771,2.24785524087e-06,3.54349872432e-06
772,1.26853965442e-05,2.42755025081e-07
