LR.exp;civibe_201;;;;;;;;;;;;;;;;;;;;;
    Date;2026-01-11;;;;;;;;;;;;;;;;;;;;;
    Author(s);JTM;;;;;;;;;;;;;;;;;;;;;
    Photoreceptors;CIE tooolbox;;;;;;;;;;;;;;;;;;;;;
    Calibration;Source;RetinaWISE_Edinburgh;;;;;;;;;;;;;;;;;;;;
    Version;1;0;;;;;;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;;;;;;;;
    Sampling time [ms];20;;;;;;;;;;;;;;;;;;;;;
    Start delay [s];0;0;;;;;;;;;;;;;;;;;;;;
    Temperature aquisition interval [tick];20;;;;;;;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;;;;;;;;
    Protocole:;;;;;;;;;;;;;;;;;;;;;;
    NumSample;Label L;LED L1;LED L2;LED L3;LED L4;LED L5;LED L6;L L;M L;S L;g L;Label R;LED R1;LED R2;LED R3;LED R4;LED R5;LED R6;L R;M R;S R;g R
    9000;adapt;0;0;0;0;0;0;0;0;0;0;adapt;0.055309355940787924;0.053107517493314105;0.48414930332531336;0.06674724170317875;0.06741773578391201;0.8463318327281448;0;0;0;0
97;jitter;0;0;0;0;0;0;0;0;0;0;1-lms-jitter;0.055309355940787924;0.053107517493314105;0.48414930332531336;0.06674724170317875;0.06741773578391201;0.8463318327281448;0;0;0;0
50;baseline;0;0;0;0;0;0;0;0;0;0;1-lms-baseline;0.055309355940787924;0.053107517493314105;0.48414930332531336;0.06674724170317875;0.06741773578391201;0.8463318327281448;0;0;0;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.08339800273088632;0.05343416758321691;0.47057750993470004;0.07611188119758378;0.09495984951511738;0.8478679427339842;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.13946444325468468;0.05408617862434991;0.4434874848216236;0.09480420223260624;0.1499353808374259;0.8509341004212521;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.19519876209565737;0.054734327337106446;0.41655793332956337;0.11338579526242504;0.2045852527134343;0.8539820950605111;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.2503810013599273;0.05537605577462826;0.38989513409531673;0.13178332722847386;0.2586937870659995;0.8569998976094169;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.30479338195948547;0.05600883132795028;0.3636043130063869;0.14992419147711555;0.31204744222986985;0.8599755981800115;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.35822116308675755;0.056630156721051206;0.33778922792247834;0.16773679430493327;0.36443565570308006;0.862897453041611;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.4104534896984655;0.05723757986646103;0.3125517591906267;0.18515083750636974;0.4156516751409494;0.8657539309679454;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.4612842246641533;0.057828703542530065;0.2879915075700138;0.2020975958086285;0.4654933743131303;0.8685337587456399;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.510512762295265;0.05840119485416758;0.2642054011532746;0.21851018809892792;0.5137640508034964;0.8712259656644386;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.5579448200441501;0.05895279443971294;0.24128731283559768;0.23432384137369838;0.5602732023047148;0.8738199268135851;100;100;100;0
1;lms;0;0;0;0;0;0;0;0;0;0;1-lms-stimulation;0.60339320524852;0.059481325387603895;0.2193276898412942;0.24947614636803533;0.6048372784438203;0.8763054050134922;100;100;100;0
