Wavelength,background,modulation
380,2.83543277999e-06,7.31792570141e-07
381,4.98441749661e-06,8.91942660141e-07
382,3.95101704143e-06,5.15569421509e-07
383,7.43866294306e-06,6.13396231093e-06
384,4.67569911525e-06,3.00472458232e-06
385,4.59227534151e-06,6.21240456752e-06
386,8.38198013634e-06,9.97581706819e-06
387,7.69033624478e-06,4.28694852114e-06
388,8.90624702309e-06,2.63713806594e-06
389,1.06260820662e-05,1.11796400218e-05
390,9.24068695385e-06,1.12699445407e-05
391,1.25128140616e-05,6.05158898334e-06
392,1.45452296217e-05,6.58208796479e-06
393,1.36101214423e-05,7.84695594802e-06
394,1.74574726385e-05,6.75734659694e-06
395,2.27031618587e-05,7.91399966126e-06
396,3.07030237227e-05,7.37029722621e-06
397,2.99794484687e-05,1.0367008346e-05
398,4.38966057273e-05,1.29322992384e-05
399,5.48655855347e-05,2.06575057388e-05
400,6.70574681488e-05,2.28247544062e-05
401,7.46666097387e-05,2.63549551417e-05
402,9.67823875274e-05,2.98620583771e-05
403,0.000121111658644,4.11026353968e-05
404,0.000151001148659,5.11412293401e-05
405,0.000190943212646,6.41550831964e-05
406,0.000238216795084,7.96182765768e-05
407,0.000291951541587,9.62801039165e-05
408,0.000359231141334,0.000125511907944
409,0.000443900923866,0.000153735923321
410,0.000550763942315,0.000185797606153
411,0.000674107981321,0.000229383320787
412,0.00082454279103,0.000274396552992
413,0.0010156333577,0.000341537482671
414,0.00121280785074,0.000421512190315
415,0.00147025075042,0.000509593091233
416,0.00179520306144,0.000615367185017
417,0.00215489063324,0.000737070905437
418,0.00261732522136,0.000889646839347
419,0.00317301587652,0.00107785191214
420,0.00376445413158,0.0012908709378
421,0.00447025812147,0.00152634714826
422,0.00530902404794,0.00180097656278
423,0.00610584264494,0.00207184340695
424,0.00691403150938,0.002340049584
425,0.00764225234956,0.00256504876523
426,0.00817579628548,0.00275146522453
427,0.00845002791433,0.00284752304869
428,0.00849471702006,0.00284386381428
429,0.00829403702959,0.00276724860226
430,0.00762235693205,0.00254784981652
431,0.00689503716514,0.00230590189324
432,0.00607475714219,0.00203257624001
433,0.00526801362102,0.00176179359681
434,0.00453589012286,0.00151870878829
435,0.00395579079958,0.00133712571771
436,0.00351963172965,0.00118470239861
437,0.00319701204,0.00109106652886
438,0.00292216395291,0.000996373585117
439,0.00270618180745,0.000929430348325
440,0.0024934698244,0.000865788159754
441,0.00232841266503,0.000816509805635
442,0.00215462097925,0.000771170996206
443,0.00197796015709,0.000718474216678
444,0.00181716880572,0.000675790703449
445,0.001643110424,0.000631917391356
446,0.0015148495977,0.000600185646167
447,0.00142047022079,0.000583223998808
448,0.00134456334492,0.000583565862402
449,0.00130974853298,0.00059286307456
450,0.00131179236619,0.00062279175676
451,0.00134355972279,0.000667276445311
452,0.00139515161985,0.000734682040225
453,0.00145810868127,0.000802728091876
454,0.001539571229,0.000884712899403
455,0.00161630164984,0.00097500832806
456,0.00168685571114,0.00107329681566
457,0.00173413743783,0.00118418435846
458,0.00176106021731,0.00129569331693
459,0.00175269928603,0.00141717546277
460,0.00170841168265,0.00151786634647
461,0.00163515892488,0.00166134699071
462,0.00155484501134,0.00181468924519
463,0.00146596795901,0.00199499739741
464,0.00138536581701,0.00219016727033
465,0.00133189798514,0.00247335402232
466,0.00128368807648,0.00278545727312
467,0.00126832459004,0.00316682382072
468,0.00127685404243,0.00360351645754
469,0.0013010193523,0.00410477527898
470,0.00133451754208,0.00462618099402
471,0.00138849288087,0.00518550805888
472,0.00142751804669,0.00574788256815
473,0.00145604451811,0.00628589472373
474,0.0014880355465,0.00680520246612
475,0.00149776217719,0.0072465525588
476,0.00149132572201,0.00756586999159
477,0.00146052386686,0.00776816095808
478,0.00141538613003,0.00781506813584
479,0.00134389971372,0.00772479020025
480,0.00127199250805,0.00751461777968
481,0.00118797288595,0.00715521262495
482,0.0011106009818,0.00682903017412
483,0.00101923908776,0.00634260676674
484,0.000944071083127,0.00592009417545
485,0.000863736121717,0.00546303213241
486,0.000804781679321,0.00501231712828
487,0.000742951388714,0.00464661336391
488,0.000691528105563,0.00429489858696
489,0.000642595921133,0.00395149190503
490,0.000602998256431,0.0036954305213
491,0.000569062032455,0.00347870365289
492,0.000538214875796,0.00325992625845
493,0.000503822593815,0.00306337108759
494,0.000472831784431,0.00290631315393
495,0.000449915926958,0.00270118871612
496,0.000422533457992,0.00253800124644
497,0.000395927001257,0.00234659639215
498,0.000373116815269,0.00218239311563
499,0.000357994292962,0.00203403927569
500,0.000340507618751,0.00187459250109
501,0.000326481282621,0.00172534124098
502,0.000314584071513,0.00159923836951
503,0.000309615199029,0.00146681152911
504,0.000299085636859,0.00136507811622
505,0.000302724368688,0.00126499938186
506,0.000311203098542,0.00118847793235
507,0.000316463828662,0.00113507058759
508,0.000334742027968,0.00110784001364
509,0.000352053402544,0.00107657492591
510,0.000369545783016,0.00105287112098
511,0.000396902201668,0.00104062683596
512,0.000421529899328,0.00104256117098
513,0.000444998162642,0.00103413738114
514,0.000479189125186,0.00105253773697
515,0.00051833979085,0.00107049610395
516,0.000546314026932,0.00107376835463
517,0.000577727570921,0.00108769493145
518,0.000611076282783,0.00110779818442
519,0.000633606962764,0.00110940235848
520,0.000662256312426,0.00113018921207
521,0.000676788882297,0.00112857577541
522,0.000679522992009,0.00111909392067
523,0.000690059747228,0.00111204275357
524,0.000682881981119,0.0010937623231
525,0.000680795287179,0.00107245658985
526,0.000662243938658,0.00103536637822
527,0.0006451536409,0.00100392365405
528,0.000619304990642,0.000955291352736
529,0.000591496802532,0.000913188407535
530,0.000562451677589,0.0008659432755
531,0.000528697280642,0.000809754763793
532,0.000501025706793,0.000769453763364
533,0.000464637297157,0.000710370309743
534,0.000435896081249,0.00066469652916
535,0.000415199027945,0.000619833142696
536,0.000387598948121,0.000581271505681
537,0.000365483655384,0.000547399231475
