Wavelength,red,blue
380,8.92749919008e-08,0.0
381,1.51969727313e-08,1.90163679285e-07
382,0.0,1.34475833941e-08
383,0.0,1.48913423475e-06
384,0.0,9.40505832471e-07
385,0.0,1.26225782779e-06
386,0.0,2.31001432537e-06
387,0.0,3.46089646247e-07
388,0.0,1.61701002776e-07
389,0.0,2.22751381375e-06
390,0.0,2.69776672998e-06
391,0.0,7.67254758068e-07
392,0.0,0.0
393,0.0,0.0
394,0.0,0.0
395,0.0,0.0
396,0.0,6.22878862733e-08
397,2.21858260605e-07,2.00063740679e-08
398,1.38661412878e-09,2.02538756028e-07
399,0.0,8.33255167364e-08
400,0.0,0.0
401,0.0,0.0
402,0.0,0.0
403,0.0,0.0
404,0.0,0.0
405,0.0,3.47739656479e-08
406,0.0,4.78502967397e-08
407,0.0,0.0
408,4.73821963487e-08,9.61130960376e-08
409,0.0,0.0
410,0.0,0.0
411,0.0,1.03125639525e-07
412,0.0,2.76789216486e-07
413,0.0,6.72379169705e-07
414,0.0,3.05664395553e-06
415,0.0,2.19863863468e-06
416,0.0,2.09528721237e-06
417,0.0,2.59353802921e-06
418,0.0,2.36363965792e-07
419,0.0,1.30070652827e-06
420,0.0,1.19249410758e-06
421,0.0,1.50984512058e-06
422,0.0,3.49174994884e-06
423,0.0,1.58400163718e-06
424,0.0,5.28387006286e-06
425,0.0,4.72449928373e-06
426,0.0,5.41188970908e-06
427,0.0,6.54089441599e-06
428,9.03076894129e-08,7.42324902792e-06
429,0.0,1.01e-05
430,0.0,1.23650010232e-05
431,0.0,1.25412502558e-05
432,0.0,1.44924943722e-05
433,0.0,1.51512441164e-05
434,7.28067895113e-08,1.52512645812e-05
435,0.0,2.05262390002e-05
436,0.0,2.39187538372e-05
437,0.0,2.96099938606e-05
438,0.0,3.26812461628e-05
439,0.0,4.03749948838e-05
440,0.0,4.23099938606e-05
441,0.0,5.19387620231e-05
442,0.0,6.32012543488e-05
443,0.0,7.61425046046e-05
444,0.0,9.03387415583e-05
445,0.0,0.000107349989768
446,0.0,0.000125349989768
447,0.0,0.000147699979535
448,0.0,0.000173287476977
449,0.0,0.000198112482093
450,0.0,0.000239049969303
451,0.0,0.000282574953954
452,0.0,0.000329574953954
453,0.0,0.00038433744628
454,0.0,0.00044539995907
455,0.0,0.000510749948838
456,0.0,0.000588862430931
457,0.0,0.000683212420699
458,0.0,0.000791562410466
459,0.0,0.000911212420699
460,0.0,0.00104524984651
461,0.0,0.00122112482093
462,0.0,0.00141699979535
463,0.0,0.00164874974419
464,0.0,0.00190049969303
465,0.0,0.00222049969303
466,0.0,0.00258812461628
467,0.0,0.00299812461628
468,0.0,0.00348162451396
469,0.0,0.0040133744628
470,0.0,0.00457099938606
471,0.0,0.00515862430931
472,0.0,0.00576974913025
473,0.0,0.0063373740535
474,0.0,0.00687324902792
475,2.21858260605e-08,0.00734087395118
476,1.13062382808e-07,0.00768262390002
477,0.0,0.00791612379769
478,0.0,0.0079467489256
479,0.0,0.00787849887444
480,0.0,0.00767849887444
481,0.0,0.00732849887444
482,0.0,0.00698499897676
483,0.0,0.00650499897676
484,0.0,0.00605562410466
485,0.0,0.00557624923257
486,0.0,0.00513212420699
487,0.0,0.00473687436047
488,0.0,0.00436924943722
489,0.0,0.00404099938606
490,2.74181123993e-08,0.00376924943722
491,0.0,0.00353749948838
492,0.0,0.00330574953954
493,0.0,0.0030939995907
494,0.0,0.00292812461628
495,0.0,0.0027239995907
496,0.0,0.00253049969303
497,0.0,0.00234224964187
498,0.0,0.00217224964187
499,0.0,0.00199462471861
500,0.0,0.00181287476977
501,0.0,0.00165874974419
502,0.0,0.00150699979535
503,3.0047246465e-08,0.00135699979535
504,0.0,0.00122524984651
505,0.0,0.00111112482093
506,0.0,0.00100988731326
507,0.0,0.000913612379769
508,2.94694148022e-08,0.00085067489256
509,0.0,0.000778149907908
510,0.0,0.000721087395118
511,1.72771667174e-08,0.000661562410466
512,3.29364047789e-08,0.000617387415583
513,2.12064220243e-09,0.000563799918141
514,0.0,0.00052039995907
515,0.0,0.000485749948838
516,0.0,0.000440924943722
517,0.0,0.000406687436047
518,0.0,0.000375099938606
519,0.0,0.000335574953954
520,0.0,0.000312812461628
521,0.0,0.000284749948838
522,4.73821963487e-08,0.000258224964187
523,5.69164187847e-11,0.000227874974419
524,0.0,0.000214049969303
525,0.0,0.000193637466745
526,3.52477314301e-08,0.000175524984651
