LR.exp;civibe_201;;;;;;;;;;;;;;;;;;;;;
    Date;2025-07-09;;;;;;;;;;;;;;;;;;;;;
    Author(s);JTM;;;;;;;;;;;;;;;;;;;;;
    Photoreceptors;CIE tooolbox;;;;;;;;;;;;;;;;;;;;;
    Calibration;Source;RetinaWISE_Edinburgh;;;;;;;;;;;;;;;;;;;;
    Version;1;0;;;;;;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;;;;;;;;
    Sampling time [ms];20;;;;;;;;;;;;;;;;;;;;;
    Start delay [s];0;0;;;;;;;;;;;;;;;;;;;;
    Temperature aquisition interval [tick];20;;;;;;;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;;;;;;;;
    Protocole:;;;;;;;;;;;;;;;;;;;;;;
    NumSample;Label L;LED L1;LED L2;LED L3;LED L4;LED L5;LED L6;L L;M L;S L;g L;Label R;LED R1;LED R2;LED R3;LED R4;LED R5;LED R6;L R;M R;S R;g R
    12000;adapt;0;0;0;0;0;0;0;0;0;0;adapt;0.49228920743;0.0541285292468;0.053206926418;0.121078621304;0.942152106425;0.0596832690045;0;0;0;0
144;jitter;0;0;0;0;0;0;0;0;0;0;1-mel-jitter;0.49228920743;0.0541285292468;0.053206926418;0.121078621304;0.942152106425;0.0596832690045;0;0;0;0
50;baseline;0;0;0;0;0;0;0;0;0;0;1-mel-baseline;0.49228920743;0.0541285292468;0.053206926418;0.121078621304;0.942152106425;0.0596832690045;0;0;0;0
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.4799072620678335;0.054693143127718995;0.0733719832701476;0.11917520597680392;0.9243860494993272;0.08734245783594285;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.4551922372253978;0.05582014261653896;0.11362251470754975;0.11537588723281811;0.8889240501578036;0.14255167731678675;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.43062361717636544;0.056940466080213165;0.1536346134192299;0.1115990745748805;0.8536721176367815;0.19743385304899663;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.4062983630397351;0.05804969211385758;0.19325036993136221;0.10785967335709035;0.8187693752088453;0.25177239015823855;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.38231247548043257;0.059143443109074594;0.23231343895171086;0.1041724412876844;0.7843535680528119;0.3053528392634585;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.3587606158385448;0.06021740253037337;0.27066965639307117;0.10055193018710448;0.7505605196364393;0.35796374281061705;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.33573573254425704;0.06126733195056344;0.308167647788491;0.0970124285586104;0.717523595683252;0.40939746959904894;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.31332869429286336;0.06228908777789044;0.3446594256971354;0.09356790519808535;0.6853731778389579;0.45945103420695493;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.29162793142753995;0.06327863760889973;0.38000097374310643;0.09023195406558028;0.65423614911466;0.5079268980821261;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.27071908694518065;0.06423207614249066;0.4140528149822841;0.0870177406361641;0.6242353931375776;0.5546337491363627;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.25068467850261505;0.06514564059235575;0.4466805623541038;0.08393794994180825;0.5954893091855107;0.5993872567668842;0;0;0;100
1;mel;0;0;0;0;0;0;0;0;0;0;1-mel-stimulation;0.2316037727571153;0.0660157255369793;0.47775544904588896;0.08100473650936085;0.5681113449189815;0.6420107993250058;0;0;0;100
