Wavelength,background,modulation
380,2.5625873825e-07,3.31834394009e-06
381,1.89528476636e-07,1.01949104812e-05
382,3.22870939059e-07,6.93806604065e-06
383,3.31983793865e-08,1.71486782855e-05
384,2.47307956948e-07,5.39507587692e-06
385,1.46118433698e-07,9.63345052529e-06
386,1.58704360836e-07,6.37252022986e-06
387,1.21559814907e-06,1.46261465859e-05
388,1.04895140936e-06,1.02940446119e-05
389,2.6484733991e-06,1.94411583751e-05
390,1.22380739091e-06,1.96270886699e-05
391,1.34891628316e-06,1.46873155656e-05
392,1.34350817034e-06,1.48306179473e-05
393,1.12086205199e-06,2.79498384998e-05
394,1.31144180331e-06,2.92998854498e-05
395,2.32937549307e-06,3.41189434449e-05
396,2.49946700705e-06,3.97374169579e-05
397,4.28230287581e-06,4.12041396374e-05
398,5.26860939643e-06,4.79450066369e-05
399,5.23341658221e-06,6.56554831788e-05
400,5.46227943793e-06,8.30770861968e-05
401,7.03205063274e-06,0.000106555381057
402,8.39554605614e-06,0.000133060743074
403,1.16670368048e-05,0.000175529551249
404,1.36494849086e-05,0.000207761396537
405,1.85892823538e-05,0.000256107577504
406,2.29295512936e-05,0.000327635880526
407,2.82981314298e-05,0.000395876123359
408,3.31910367524e-05,0.000501455229444
409,4.25988488212e-05,0.000618657600246
410,5.15895123365e-05,0.000760273438055
411,6.17142309235e-05,0.000931656010285
412,7.40917828592e-05,0.00112918421907
413,8.96356171576e-05,0.00137934927388
414,0.000114008282459,0.00165239641766
415,0.000129953380078,0.0019975327842
416,0.00015898299338,0.00241563722645
417,0.00018783041795,0.00291484107467
418,0.00022262742206,0.00349780877898
419,0.000272245126665,0.00418923672213
420,0.000323037092302,0.00495407876344
421,0.000381193765968,0.00584962614617
422,0.000450174502355,0.00695090727854
423,0.000512836188233,0.00800277069557
424,0.000582512557023,0.00906826002456
425,0.000641388953857,0.0100795923331
426,0.000687418957399,0.0108638188833
427,0.000713449223455,0.0113430243721
428,0.000720942189604,0.0115701342516
429,0.000712796969327,0.011344988932
430,0.000659203337396,0.010546636313
431,0.000606584775902,0.00966779746772
432,0.000546240809704,0.00858122091103
433,0.000485426342032,0.00747396946872
434,0.000428152429628,0.00640805018184
435,0.000384257008134,0.00557605156638
436,0.000353219267472,0.00491963632724
437,0.000334743339904,0.00444904091138
438,0.000322288790893,0.0040403571894
439,0.000318380645166,0.00369563352466
440,0.000312630324169,0.00340859586376
441,0.000315270987072,0.00314955915152
442,0.000320284168982,0.00288616550695
443,0.000325112667824,0.00261631011079
444,0.000342458527541,0.00237390619174
445,0.000356673413187,0.00212360166791
446,0.000377652747565,0.00188483878113
447,0.000406249498315,0.00169546132868
448,0.000443139949087,0.00154268519536
449,0.000491741096584,0.00144750752161
450,0.000555206236879,0.00137195711859
451,0.000620523161163,0.00131982075959
452,0.000700368435646,0.00129964275791
453,0.000791003724652,0.00131657692613
454,0.00089340255753,0.0013505343
455,0.000991221463383,0.00137081166614
456,0.00108654297431,0.00139127733799
457,0.00118373515924,0.00141252402196
458,0.00126843809915,0.00140863484048
459,0.0013430318167,0.00138525920776
460,0.00140117980949,0.00133339230806
